진행단계,정비구역명칭,정비구역면적(㎡),사업구분,재건축단계,서울시_정비구역위치,Latitude,Longitude,cate_code
조합설립인가,중곡아파트공공재건축정비사업,10262.3,재건축,조합 설립 전,서울시 광진구 중곡동 190-26번지,37.5667787,127.0784143,4
조합설립인가,개봉3재건축정비사업,116473.0,재건축,조합 설립 전,서울시 구로구 개봉동 454-14,37.5010958,126.8547189,4
조합설립인가,한남동 한성아파트 가로주택정비사업,2202.0,가로주택정비,조합 설립 전,서울시 용산구 한남동 29-4,37.5345477,127.0090806,4
조합설립인가,지역주택조합,42647.1,지역주택,조합 설립 전,서울시 강서구 화곡동 424-63,37.5317435,126.8407872,4
조합설립인가,장위11-1구역 가로주택정비사업,5556.44,가로주택정비,조합 설립 전,서울시 성북구 장위동 68-435,37.6099284,127.0497825,4
조합설립인가,삼익맨숀아파트 재건축정비사업,49502.0,재건축,조합 설립 전,서울시 강동구 명일동 270-1,37.5472021,127.1477091,4
조합설립인가,미아1구역 가로주택정비사업,6439.44,가로주택정비,조합 설립 전,서울시 강북구 미아동 833-2,37.6257576,127.0168511,4
조합설립인가,신길역세권 공공임대주택 건립관련 재개발사업,25489.5,재개발(주택정비형),조합 설립 전,서울시 영등포구 신길동 39-3,37.5162144,126.9153802,4
조합설립인가,장승배기역 지역주택조합,5245.0,지역주택,조합 설립 전,서울시 동작구 상도동 363-10번지,37.5050245,126.9373598,4
조합설립인가,(가칭)용마산역세권지역주택조합,7800.0,지역주택,조합 설립 전,서울시 중랑구 면목동 371-134,37.5746431,127.0869827,4
조합설립인가,(가칭)상도메트로타운 지역주택조합 추진위원회,18148.1,지역주택,조합 설립 전,서울시 동작구 상도동 159-52,37.5012975,126.9483007,4
조합설립인가,사당3동 양지지역주택 조합,25951.0,지역주택,조합 설립 전,서울시 동작구 사당동 220-70,37.4869471,126.9700715,4
조합설립인가,갈현동 이화연립일원 가로주택정비사업,5351.0,가로주택정비,조합 설립 전,서울시 은평구 갈현동 259-7,37.6211019,126.9126835,4
조합설립인가,홍은동11-360번지 일원 가로주택정비사업조합,11599.6,가로주택정비,조합 설립 전,서울시 서대문구 홍은동 11-360,37.5993717,126.9468905,4
조합설립인가,미래빌라소규모재건축정비사업,5306.0,소규모재건축,조합 설립 전,서울시 구로구 오류동 68-21,37.4931473,126.8416982,4
조합설립인가,면목역 6의1구역 가로주택정비사업,9515.2,가로주택정비,조합 설립 전,서울시 중랑구 면목동 63-28,37.5845894,127.0932794,4
조합설립인가,압구정아파트지구 특별계획구역③ 재건축정비사업,360187.8,재건축,조합 설립 전,서울시 강남구 압구정동 369-1,37.5330263,127.0279257,4
조합설립인가,쌍문동137번지 지역주택조합,1662.1,지역주택,조합 설립 전,서울시 도봉구 쌍문동 137-94외 5필지,37.6514988,127.0312622,4
조합설립인가,장위11의4구역 가로주택정비사업,7189.72,가로주택정비,조합 설립 전,서울시 성북구 장위동 66-146,37.6108094,127.0543197,4
조합설립인가,신길13재정비촉진구역,15120.0,재건축,조합 설립 전,서울시 신길5동 340-1,37.5008296,126.9054056,4
조합설립추진위원회승인,청량리미주아파트 주택재건축정비사업,56785.0,재건축,조합 설립 전,서울시 동대문구 청량리동 235-1,37.5839304,127.0468075,3
조합설립인가,미성동 건영아파트 주택재건축정비사업,20789.0,재건축,조합 설립 전,서울시 관악구 신림동 746-43,37.4763136,126.9123218,4
조합설립인가,(가칭)등촌지역주택조합,45424.7,지역주택,조합 설립 전,서울시 강서구 등촌동 365-0,37.5502622,126.8582206,4
조합설립인가,미아3구역 가로주택정비사업,9489.3,가로주택정비,조합 설립 전,서울시 강북구 미아동 767-51,37.6239887,127.0220457,4
조합설립인가,마포로1구역 제10지구 도시정비형 재개발사업,3280.5,재개발(주택정비형),조합 설립 전,서울시 마포구 도화동 536,37.5425213,126.9473562,4
조합설립인가,마천1재정비촉진구역 주택재개발정비사업,148498.0,재개발(주택정비형),조합 설립 전,서울시 송파구 마천동 194-1,37.4981076,127.1534671,4
조합설립인가,(가칭)신대방역2단지 지역주택조합,122610.0,지역주택,조합 설립 전,서울시 관악구 신림동 475-83,37.4883182,126.9176861,4
조합설립인가,청량리재정비촉진지구 용두1구역(4지구) 도시정비형재개발사업,1923.0,재개발(도시정비형),조합 설립 전,서울시 동대문구 용두동 26-3,37.5770714,127.0392681,4
조합설립인가,지역주택조합,22362.61,지역주택,조합 설립 전,서울시 송파구 거여동 6-0,37.4982722,127.1423865,4
조합설립인가,종암동 3-745일대 가로주택정비사업,2082.0,가로주택정비,조합 설립 전,서울시 성북구 종암동 3-745,37.5985174,127.0367866,4
사업시행인가,대흥.성원.동진빌라주택재건축정비사업,56323.0,재건축,재건축 시행,서울시 구로구 온수동 45-32,37.4897829,126.8232682,5
착공신고,신사1구역 주택재건축정비사업조합,23174.0,재건축,재건축 시행,서울시 은평구 신사동 170-12,37.5911636,126.9072967,9
사업시행인가,불광5주택재개발정비구역,117939.0,재개발(주택정비형),재건축 시행,서울시 은평구 불광동 238 244 272번지,37.615652,126.9318499,5
착공신고,등촌1주택재건축정비구역,30762.9,재건축,재건축 시행,서울시 강서구 등촌동 366-24번지 및 강서구 등촌동 366-61번지,37.5490933,126.8596985,9
사업시행인가,성북제2구역주택재개발정비사업,75072.8,재개발(주택정비형),재건축 시행,서울시 성북동 226-103번지,37.5931791,126.991035,5
사업시행인가,신반포12차아파트 주택재건축정비사업,17712.2,재건축,재건축 시행,서울시 서초구 잠원로 14길 41,37.5161592,127.0147093,5
관리처분인가,세림연립재건축정비사업,3234.1,재건축,재건축 시행,서울시 강서구 등촌1동 656-35 일원,37.5557752,126.8598043,6
관리처분인가,신길동 4377 일원 가로주택정비사업,1207.0,가로주택정비,재건축 시행,서울시 영등포구 신길동 4377,37.4973144,126.9160694,6
관리처분인가,증산5 재정비 촉진구역 주택 재개발 정비 사업,112573.0,재개발(주택정비형),재건축 시행,서울시 은평구 증산동 195번지,37.5880995,126.9105706,6
사업시행인가,서초중앙하이츠1구역 주택재건축정비사업,3593.7,재건축,재건축 시행,서울시 서초구 방배동 1000-4,37.4792866,127.0038998,5
관리처분인가,한남 제3재정비촉진구역,393729.0,재개발(주택정비형),재건축 시행,서울시 용산구 한남동 686-0,37.533715,126.999569,6
사업시행인가,북아현3 재정비촉진구역 주택재개발 정비사업조합,263100.0,재개발(주택정비형),재건축 시행,서울시 서대문구 북아현동 3-66번지,37.5634154,126.9579606,5
사업시행인가,뉴서울아파트 개나리 열망연립 재건축정비사업,14656.0,재건축,재건축 시행,서울시 관악구 신림동 739,37.4705219,126.9111073,5
착공신고,개포1동 주공아파트 주택재건축 정비사업조합,399741.7,재건축,재건축 시행,서울시 강남구 개포1동 660번지,37.4775986,127.0581924,9
착공신고,둔촌주공아파트 주택재건축사업 정비구역,626232.5,재건축,재건축 시행,서울시 강동구 둔촌1동 170-1일대,37.5228859,127.140539,9
사업시행인가,구로동 440번지일대(보광아파트) 주택재건축정비구역,32953.0,재건축,재건축 시행,서울시 구로구 구로동 440-0,37.4953222,126.88603,5
사업시행인가,신정재정비촉진지구 제1구역 3지구 주택재개발 정비사업,11363.8,재개발(주택정비형),재건축 시행,서울시 양천구 신월동 606-0,37.5200991,126.8463367,5
관리처분인가,갈현 제1주택재개발 정비사업,238850.9,재개발(주택정비형),재건축 시행,서울시 은평구 갈현동 300번지 일대,37.625702,126.9144579,6
일반분양승인,행당제7구역주택재개발사업,48345.3,재개발(주택정비형),재건축 시행,서울시 성동구행당1동128번지,37.5598639,127.0354473,10
철거신고,방배 14구역주택재건축 정비구역,27460.0,재건축,재건축 시행,서울시 특별시 서초구 방배동 975-35,37.4812729,126.9912349,8
사업시행인가,홍은1구역 공공재개발사업,11571.0,재개발(도시정비형),재건축 시행,서울시 서대문구 홍은동 48-163,37.5923072,126.9423873,5
착공신고,잠실진주APT 재건축정비사업,112558.5,재건축,재건축 시행,서울시 송파구 신천동 20-4 진주APT,37.5183789,127.110741,9
관리처분인가,노량진촉진4구역,40512.5,재개발(주택정비형),재건축 시행,서울시 노량진227-5,37.514082,126.941687,6
관리처분인가,수색 8구역 주택재개발 정비사업조합,29884000.0,재개발(주택정비형),재건축 시행,서울시 수색동 16-2번지,37.5836507,126.8990676,6
사업시행인가,강북3도시정비형재개발정비사업,24348.9,재개발(도시정비형),재건축 시행,서울시 강북구 미아동 45-32,37.6111032,127.0322135,5
착공신고,잠실미성크로바아파트주택재건축정비사업조합,75684.5,재건축,재건축 시행,서울시 송파구 신천동 17-6,37.517514,127.1070384,9
착공신고,반포아파트(제3주구) 주택재건축정비사업,117114.0,재건축,재건축 시행,서울시 반포본동 1109,37.4993689,126.9869145,9
사업시행인가,홍은동322-1일원 가로주택정비사업,7448.0,가로주택정비,재건축 시행,서울시 서대문구 홍은동 322-1,37.5855782,126.926855,5
착공신고,역촌1구역 주택재건축정비사업조합,32075.05,재건축,재건축 시행,서울시 역촌동189-1번지,37.6037528,126.9076997,9
사업시행인가,신안빌라 주택재건축정비사업,16400.1,재건축,재건축 시행,서울시 강서구 마곡동 327-53번지,37.5711694,126.8235679,5
관리처분인가,방배신동아아파트 재건축정비사업,37902.6,재건축,재건축 시행,서울시 서초구 방배동 988-1,37.4808701,127.0009449,6
일반분양승인,수색13재정비촉진구역(주택재개발사업),69727.0,재개발(주택정비형),재건축 시행,서울시 수색동 341-6번지,37.5857274,126.8928973,10
착공신고,유원제일1차아파트 주택재건축정비사업조합,17693.6,재건축,재건축 시행,서울시 영등포구 국회대로 29길13 유원제일1차아파트,37.5298434,126.8961174,9
사업시행인가,남성아파트,17147.1,재건축,재건축 시행,서울시 영등포구 문래동2가 35번지,37.5125877,126.8916007,5
사업시행인가,홍은동277-200번지 일대 가로주택정비사업,1150.0,가로주택정비,재건축 시행,서울시 서대문구 홍은동 277-200,37.579613,126.9335849,5
철거신고,신영제1구역 주택재개발정비사업,15589.3,재개발(주택정비형),재건축 시행,서울시 종로구 신영동 158-2번지,37.5999947,126.962512,8
관리처분인가,신당제8구역주택재개발 정비사업,58651.3,재개발(주택정비형),재건축 시행,서울시 중구 신당동 321번지 일대,37.5592538,127.015089,6
사업시행인가,방화3재정비촉진구역,92139.0,재건축,재건축 시행,서울시 강서구 방화동 615-103,37.5659513,126.8079635,5
사업시행인가,북아현2재정비촉진구역,120055.8,재개발(주택정비형),재건축 시행,서울시 서대문구 북아현동 520번지,37.5595793,126.9594278,5
관리처분인가,신일빌라 소규모재건축정비사업,2112.0,재건축,재건축 시행,서울시 중랑구 신내동 482-1,37.6028125,127.0974465,6
착공신고,영천 주택재개발 정비사업,11154.2,재개발(주택정비형),재건축 시행,서울시 영천동 69-20번지,37.5712106,126.960264,9
사업시행인가,청량리제6주택재개발정비구역,83883.1,재개발(주택정비형),재건축 시행,서울시 동대문구 청량리동 205번지 일대,37.589667,127.0429868,5
사업시행인가,번동3구역 가로주택정비사업,7374.1,가로주택정비,재건축 시행,서울시 강북구 번동 430-27,37.6354058,127.0356354,5
사업시행인가,상계1재정비촉진구역,86432.5,재개발(주택정비형),재건축 시행,서울시 자력6구역 8블럭9롯트7블럭57롯트상계동 6-42,37.6748144,127.0823813,5
일반분양승인,이문1재정비촉진구역,144856.0,재개발(주택정비형),재건축 시행,서울시 동대문구 이문동 257-42번지,37.6000833,127.0602304,10
일반분양승인,휘경3재정비촉진구역 주택재개발정비사업조합,65338.0,재개발(주택정비형),재건축 시행,서울시 동대문구 휘경동 172번지,37.5929679,127.0626324,10
일반분양승인,국제빌딩주변 제5구역 도시정비형 재개발사업,6106.4,재개발(도시정비형),재건축 시행,서울시 용산구 한강로2가 210-1번지,37.526189,126.9659406,10
관리처분인가,동선2구역주택재개발정비사업,15608.2,재개발(주택정비형),재건축 시행,서울시 동선동 304-2,37.5937751,127.0179706,6
착공신고,대조제1구역 주택재개발정비사업조합,111665.3,재개발(주택정비형),재건축 시행,서울시 은평구 대조동 88번지 등,37.612048,126.9233583,9
착공신고,청량리 제7구역 주택재개발 정비사업,35273.7,재개발(주택정비형),재건축 시행,서울시 동대문구 청량리동 199-0,37.5874761,127.0454485,9
착공신고,대명아파트 소규모재건축정비구역,5595.0,소규모재건축,재건축 시행,서울시 노원구 공릉동 270-71,37.620176,127.0812964,9
사업시행인가,수정아파트 재건축정비사업,8404.6,재건축,재건축 시행,서울시 양천구 신정동 733-31,37.5123258,126.8420703,5
착공신고,보문제5구역 주택재개발정비사업,10798.5,재개발(주택정비형),재건축 시행,서울시 성북구 보문동1가 196-11번지,37.5848717,127.0205326,9
사업시행인가,청량리제8구역 주택재개발정비사업조합,29001.0,재개발(주택정비형),재건축 시행,서울시 동대문구 청량리동 435번지,37.5854367,127.0445366,5
착공신고,삼선제5주택재개발정비사업,63918.5,재개발(주택정비형),재건축 시행,서울시 성북구 삼선동2가 296번지,37.5841189,127.0102958,9
착공신고,가재울8재정비촉진구역 재개발정비사업,13180.0,재개발(도시정비형),재건축 시행,서울시 서대문구 남가좌동 289-54번지 일대,37.5707358,126.9149067,9
일반분양승인,천호1구역 도시환경정비사업,38508.2,재개발(도시정비형),재건축 시행,서울시 강동구 천호동 423-200,37.5414355,127.1269611,10
사업시행인가,신반포27차아파트 주택재건축정비사업,5764.9,재건축,재건축 시행,서울시 서초구 잠원동 56-2번지 외 2필지,37.5157781,127.0098306,5
일반분양승인,중화1재정비촉진구역,44725.5,재개발(주택정비형),재건축 시행,서울시 중랑구 중화동 331-1번지,37.6029737,127.0756672,10
착공신고,가락현대5차아파트 소규모재건축정비사업구역,8214.0,소규모재건축,재건축 시행,서울시 송파구 가락동 161-3,37.4995701,127.1310652,9
사업시행인가,노량진 제3재정비촉진구역,73300.0,재개발(주택정비형),재건축 시행,서울시 동작구 노량진동 232-19번지,37.5104348,126.9405183,5
사업시행인가,신길10 재정비촉진구역,32234.0,재건축,재건축 시행,서울시 영등포구 신길동 3590-0,37.5012618,126.9106028,5
관리처분인가,등마루아파트재건축정비사업조합,1903.4,재건축,재건축 시행,서울시 강서구 염창동 275-5번지 (등마루아파트),37.5498404,126.8680363,6
사업시행인가,미아9-2주택재건축정비구역,102371.6,재건축,재건축 시행,서울시 강북구 미아동 137-72,37.619289,127.0304196,5
사업시행인가,상계2재정비촉진구역 주택재개발 정비사업,100819.4,재개발(주택정비형),재건축 시행,서울시 노원구 상계동 자력2구역 17블럭 1롯트,37.6729909,127.0703498,5
사업시행인가,양평제13구역 도시정비형 재개발사업(공공재개발사업),27441.7,재개발(도시정비형),재건축 시행,서울시 영등포구 양평동2가 33-20번지,37.5246541,126.88525,5
착공신고,홍은제13구역 주택재개발정비사업조합,36220.0,재개발(주택정비형),재건축 시행,서울시 홍은동 11-111번지 일대,37.6006319,126.9471997,9
관리처분인가,양평제12구영도시환경정비사업조합,37561.8,재개발(도시정비형),재건축 시행,서울시 영등포구 양평동1가 265-1,37.5248075,126.8868921,6
관리처분인가,홍제3구역주택재건축정비사업,27271.0,재건축,재건축 시행,서울시 서대문구 홍제동 104-41,37.5847163,126.9501375,6
관리처분인가,당산현대2차아파트 소규모재건축정비사업조합,6108.7,소규모재건축,재건축 시행,서울시 영등포구 당산동4가 92-0,37.5289656,126.8961349,6
사업시행인가,시흥동 무지개아파트 일대 재건축 정비사업,28336.0,재건축,재건축 시행,서울시 금천구 시흥동 109-1,37.4560726,126.8983011,5
사업시행인가,상계주공5단지 재건축사업,33854.6,재건축,재건축 시행,서울시 노원구 상계동 721,37.6527768,127.0646469,5
사업시행인가,서초중앙하이츠2구역 주택재건축정비사업,3041.5,재건축,재건축 시행,서울시 서초구 방배동 1000-3,37.4799851,127.0034266,5
사업시행인가,도곡개포한신아파트 주택재건축정비사업,36473.0,재건축,재건축 시행,서울시 강남구 논현로36길 21 2층,37.4851194,127.0435891,5
착공신고,청담삼익아파트주택재건축정비사업구역,61823.9,재건축,재건축 시행,서울시 강남구 청담동 134-18,37.5221792,127.0600314,9
착공신고,홍실아파트 주택재건축,25655.8,재건축,재건축 시행,서울시 삼성동 79,37.5199695,127.0596373,9
사업시행인가,천호우성아파트 주택재건축정비사업,28323.5,재건축,재건축 시행,서울시 강동구 천호동 19-1,37.5497681,127.1388163,5
사업시행인가,대치쌍용1차아파트 재건축정비사업,47659.0,재건축,재건축 시행,서울시 강남구 대치동 66번지,37.4980827,127.0712194,5
착공신고,봉천 제4-1-2구역 주택재개발정비사업조합,55512.8,재개발(주택정비형),재건축 시행,서울시 관악구 봉천5-9동 산101번지,37.4898955,126.9595308,9
사업시행인가,번동 429-114 일원 가로주택정비사업조합,4517.7,가로주택정비,재건축 시행,서울시 강북구 번동 429-114번지,37.6363002,127.0369408,5
착공신고,시흥동 현대아파트 재건축정비사업,10559.1,재건축,재건축 시행,서울시 금천구 시흥동 220-2,37.4536019,126.9139174,9
관리처분인가,금호제16재개발정비구역,27485.0,재개발(주택정비형),재건축 시행,서울시 성동구 금호동2가 501-31,37.551416,127.018121,6
착공신고,장위제6구역주택재개발정비사업조합설립추진위원회,105163.9,재개발(주택정비형),재건축 시행,서울시 성북구 장위동 25-55,37.6158069,127.0588521,9
사업시행인가,오금동143번지일원 가로주택정비사업,2205.0,가로주택정비,재건축 시행,서울시 송파구 오금동 143-1,37.5004403,127.1388416,5
사업시행인가,가로주택정비사업,1478.0,가로주택정비,재건축 시행,서울시 강서구 방화동 584-1,37.5688256,126.8089634,5
관리처분인가,제기제6주택재개발 정비구역,24320.6,재개발(주택정비형),재건축 시행,서울시 동대문구 제기동 120-104번지,37.5873484,127.0393098,6
사업시행인가,한남 제2재정비촉진구역,114580.6,재개발(주택정비형),재건축 시행,서울시 용산구 보광동 272-3,37.5313038,126.9971115,5
착공신고,신반포21차아파트 주택재건축정비사업,8785.9,재건축,재건축 시행,서울시 서초구 잠원동 59-10번지 외 3필지,37.5091288,127.0135946,9
관리처분인가,마포로3구역 제3지구 도시환경정비구역,6217.32,재개발(도시정비형),재건축 시행,서울시 마포구 아현동 613-10,37.5526938,126.9557684,6
착공신고,방배5구역 주택재건축 정비사업,176496.1,재건축,재건축 시행,서울시 서초구 방배2동 946-8번지,37.4748879,126.9880929,9
착공신고,개봉제5 주택재건축 정비사업 조합,13099.1,재건축,재건축 시행,서울시 구로구 개봉1동 68번지,37.4987929,126.8454958,9
사업시행인가,한강삼익아파트 주택재건축정비사업,17191.0,재건축,재건축 시행,서울시 용산구 이촌동 300-301 일대,37.5184619,126.9760381,5
철거신고,월계동 재건축정비구역,14929.4,재건축,재건축 시행,서울시 월계동 487-17번지,37.6158485,127.0624615,8
관리처분인가,미아3재정비촉진구역 주택재개발정비사업조합,57553.4,재개발(주택정비형),재건축 시행,서울시 강북구 미아동 439번지 일대,37.6154151,127.0245295,6
관리처분인가,제기제4구역 주택재개발정비사업,33485.7,재개발(주택정비형),재건축 시행,서울시 동대문구 제기동 288번지,37.5850706,127.0422169,6
착공신고,문정동 136일대 재건축 정비구역,64974.9,재건축,재건축 시행,서울시 송파구 문정동 136번지,37.4894156,127.133279,9
철거신고,방배13구역 주택재건축정비사업,129891.4,재건축,재건축 시행,서울시 서초구 효령로 14다길 6,37.4782168,126.9906306,8
착공신고,사당3주택재건축정비사업구역,30647.5,재건축,재건축 시행,서울시 동작구 사당동 42번지,37.4918502,126.9803369,9
관리처분인가,역삼동(758 은하수 760) 주택재건축정비사업,12263.0,재건축,재건축 시행,서울시 역삼동 758번지,37.4974501,127.0480146,6
착공신고,도곡삼호아파트 주택재건축정비사업,11042.2,재건축,재건축 시행,서울시 강남구 도곡동 540번지 일대,37.4935694,127.0460174,9
관리처분인가,일원개포한신아파트 재건축사업,20876.0,재건축,재건축 시행,서울시 강남구 일원동 615-1,37.4912691,127.0793073,6
일반분양승인,길음역세권재정비촉진구역 주택재개발정비사업조합,13449.0,재개발(주택정비형),재건축 시행,서울시 성북구 길음동 542-1번지,37.6037412,127.023141,10
일반분양승인,천호4촉진구역,17281.0,재개발(도시정비형),재건축 시행,서울시 강동구 천호동 410-100번지 일원,37.5391244,127.128408,10
일반분양승인,이문3재정비촉진구역,137372.0,재개발(주택정비형),재건축 시행,서울시 동대문구 이문동 149-8,37.5984954,127.0635351,10
착공신고,공덕1구역 주택재건축,58472.0,재건축,재건축 시행,서울시 공덕동 105-84번지,37.5503031,126.9578534,9
착공신고,반포주공1단지(124주구) 주택재건축정비사업,370484.0,재건축,재건축 시행,서울시 서초구 반포동 810번지,37.5032876,126.987443,9
사업시행인가,신용산역북측 제1구역 도시환경저비사업,14343.0,재개발(도시정비형),재건축 시행,서울시 용산구 한강로2가 2-116,37.5329675,126.9701182,5
착공신고,길훈아파트 주택재건축정비사업,9973.6,재건축,재건축 시행,서울시 개봉동 312-38외 1필지,37.4836393,126.8511476,9
관리처분인가,월계동 동신아파트 주택재건축정비구역,43886.0,재건축,재건축 시행,서울시 노원구 월계동 436번지,37.6175521,127.0612663,6
관리처분인가,세광하니타운가로주택정비사업조합,6006.4,가로주택정비,재건축 시행,서울시 중랑구 중화동 296-44,37.5963486,127.079391,6
사업시행인가,가락상아(1차)아파트 주택재건축 정비사업,13580.0,재건축,재건축 시행,서울시 송파구 오금동 166-0,37.498554,127.1353379,5
관리처분인가,미아4재정비촉진구역,28517.0,재건축,재건축 시행,서울시 강북구 미아동 1261번지,37.6126807,127.0227103,6
착공신고,미아 제3구역 주택재개발,59465.0,재개발(주택정비형),재건축 시행,서울시 강북구 미아동 791-364번지,37.6274484,127.0186061,9
사업시행인가,신반포16차아파트주택재건축정비사업,12977.2,재건축,재건축 시행,서울시 서초구 잠원동 55-10,37.5180801,127.0109167,5
사업시행인가,사당5주택재건축정비사업,20265.0,재건축,재건축 시행,서울시 동작구 사당동 303 번지,37.4787333,126.9708953,5
관리처분인가,장위10구역주택재개발정비사업,94245.0,재개발(주택정비형),재건축 시행,서울시 성북구 장위동 68-37,37.6123248,127.0530098,6
착공신고,안암제2구역주택재개발정비사업조합,11189.2,재개발(주택정비형),재건축 시행,서울시 성북구 안암동3가 132-17번지,37.5858348,127.0240362,9
착공신고,동작1주택재건축 정비구역,20520.3,재건축,재건축 시행,서울시 동작구 동작동 102번지,37.4969264,126.9816716,9
착공신고,대치동 구마을 제3지구,14833.7,재건축,재건축 시행,서울시 강남구 대치동 964번지,37.5031391,127.0601054,9
관리처분인가,고척제4구역주택재개발조합,41675.0,재개발(주택정비형),재건축 시행,서울시 구로구 고척동 148번지,37.5041139,126.8584775,6
일반분양승인,신반포4지구 재건축정비사업조합,158555.8,재건축,재건축 시행,서울시 서초구 잠원동 60-3 외24필지,37.5116533,127.0123761,10
관리처분인가,흑석11 재정비촉진구역 주택재개발정비사업,86529.1,재개발(주택정비형),재건축 시행,서울시 동작구 흑석동 304번지,37.5055067,126.9691634,6
일반분양승인,[천호재정비촉진지구]천호3 주택재건축정비사업,23083.7,재건축,재건축 시행,서울시 강동구 천호동 423-76,37.5426889,127.1266778,10
사업시행인가,용산구 원효로 산호아파트 재건축정비사업,27117.3,재건축,재건축 시행,서울시 용산구 원효로4가 118-16번지,37.5327153,126.9503809,5
착공신고,신반포18차 337동 주택재건축정비사업,5917.7,재건축,재건축 시행,서울시 서초구 잠원동 49-17번지,37.5200247,127.0133475,9
일반분양승인,수색7재정비촉진구역 주택재개발정비사업조합,31793.6,재개발(주택정비형),재건축 시행,서울시 은평구 수색동 189,37.5847747,126.8983305,10
사업시행인가,번동 4구역 가로주택정비사업,10192.9,가로주택정비,재건축 시행,서울시 강북구 번동 428-4,37.6346374,127.0373881,5
사업시행인가,한남하이츠아파트 재건축정정비사업,48837.5,재건축,재건축 시행,서울시 옥수동 220-1,37.5397394,127.0141579,5
관리처분인가,79. 진주아파트 주택재건축정비사업,11188.1,재건축,재건축 시행,서울시 영등포구 문래동5가 22번지,37.5171735,126.8847859,6
관리처분인가,방화5재정비촉진구역 재건축정비사업,98737.0,재건축,재건축 시행,서울시 강서구 공항동 18번지,37.5642427,126.8133546,6
사업시행인가,신용산역북측제2구역 도시정비형재개발정비사업조합,22380.0,재개발(도시정비형),재건축 시행,서울시 용산구 한강로2가 2-194호,37.530793,126.9674459,5
관리처분인가,오류동 현대연립 재건축 정비사업,23318.7,재건축,재건축 시행,서울시 구로구 오류동 156-15번지,37.4890753,126.8412519,6
사업시행인가,고척동 산업인아파트 주택재건축정비사업,17052.0,재건축,재건축 시행,서울시 구로구 고척동 57-9,37.5047345,126.8669787,5
사업시행인가,대치우성1차아파트 주택재건축정비사업,28793.0,재건축,재건축 시행,서울시 강남구 대치동 63-0,37.5002334,127.0691394,5
사업시행인가,잠실우성4차아파트,31961.1,재건축,재건축 시행,서울시 송파구 잠실본동 320번지,37.5067945,127.0830482,5
사업시행인가,사직2구역 도시환경정비사업구역,34268.84,재개발(도시정비형),재건축 시행,서울시 종로구 사직동 311-10번지,37.5736321,126.9663286,5
관리처분인가,노량진7재정비촉진구역,33613.0,재개발(주택정비형),재건축 시행,서울시 동작구 대방동 13-31번지,37.5065757,126.9335958,6
사업시행인가,정릉7주택재건축정비사업,2134.0,재건축,재건축 시행,서울시 정릉동 506-159,37.6014593,127.0083396,5
사업시행인가,신정4재정비촉진구역 주택재건축정비사업,82065.2,재건축,재건축 시행,서울시 양천구 신정동 1200-1,37.5208013,126.8498015,5
관리처분인가,제기1 주택재건축정비사업,9632.7,재건축,재건축 시행,서울시 동대문구 제기동 892-68,37.579179,127.0355943,6
관리처분인가,신월곡 제1구역 도시환경정비사업,55112.0,재개발(도시정비형),재건축 시행,서울시 성북구 하월곡동 88번지 일대,37.6059797,127.0277905,6
착공신고,장위4구역 주택재개발정비사업조합,153501.0,재개발(주택정비형),재건축 시행,서울시 성북구 장위동 62-1번지,37.6135897,127.0565872,9
관리처분인가,정릉3동 주택재개발,203965.0,재개발(주택정비형),재건축 시행,서울시 성북구 정릉동 757번지,37.6141814,127.0027096,6
철거신고,방화6재정비촉진구역,31554.2,재건축,재건축 시행,서울시 강서구 방화동 609-0,37.5653857,126.813543,8
착공신고,풍납동 성도연립 가로주택정비사업,1215.8,가로주택정비,재건축 시행,서울시 송파구 풍납동 406-0,37.529208,127.1171665,9
사업시행인가,쌍용아파트2차 주택재건축정비사업,24484.4,재건축,재건축 시행,서울시 강남구 대치동 65,37.4994722,127.0704835,5
일반분양승인,신림3재정비촉진구역,35136.4,재개발(주택정비형),재건축 시행,서울시 관악구 신림동 316-55,37.4609156,126.933327,10
착공신고,도봉제2주택재개발구역,13436.3,재개발(주택정비형),재건축 시행,서울시 도봉구 도봉동 95,37.6733446,127.0470352,9
사업시행인가,상봉7재정비촉진구역,16503.1,재개발(도시정비형),재건축 시행,서울시 중랑구 상봉동 88,37.5958531,127.0903727,5
일반분양승인,수색6재정비촉진구역주택재개발정비사업조합,66062.0,재개발(주택정비형),재건축 시행,서울시 은평구 수색동 115-5번지 일대,37.5836309,126.8953236,10
착공신고,방배6구역주택재건축정비사업조합,63214.7,재건축,재건축 시행,서울시 서초구 방배4동 818-14번지,37.489857,126.990266,9
관리처분인가,장미아파트주택재건축정비사업,11084.0,재건축,재건축 시행,서울시 성동구 성수동1가 656-421,37.5429952,127.0459396,6
관리처분인가,노량진2재정비촉진구역,16072.3,재개발(주택정비형),재건축 시행,서울시 동작구 노량진동 312-75번지,37.5074713,126.9392392,6
관리처분인가,노량진5 재정비촉진구역 주택재개발정비사업조합,38017.0,재개발(주택정비형),재건축 시행,서울시 노량진동 270-3,37.5117827,126.9350198,6
관리처분인가,노량진6재정비촉진구역,73892.0,재개발(주택정비형),재건축 시행,서울시 동작구 노량진동 294-220번지,37.5088909,126.9350128,6
관리처분인가,한강맨션아파트주택재건축정비사업조합,84096.8,재건축,재건축 시행,서울시 용산구 이촌로 248 한강맨션,37.5187842,126.9734765,6
