진행단계,정비구역명칭,정비구역면적(㎡),사업구분,재건축단계,서울시_정비구역위치,Latitude,Longitude,cate_code
조합설립인가,유천연립 소규모재건축정비사업조합,3823.0,소규모재건축,조합 설립 전,서울시 송파구 풍납동 147-1,37.5364162,127.1198028,4
조합설립추진위원회승인,도곡삼익아파트 재건축정비구역,17655.0,재건축,조합 설립 전,서울시 강남구 도곡동 869(논현로218),37.4908904,127.0421,3
조합설립인가,금호 제21 주택정비 재개발구역,75447.0,재개발(주택정비형),조합 설립 전,서울시 성동구 금호동3가 1번지,37.5503509,127.024386,4
조합설립인가,미아2재정비촉진구역,179566.0,재개발(주택정비형),조합 설립 전,서울시 강북구 미아동 403번지,37.617682,127.0250368,4
조합설립인가,잠실주공5단지주택재건축정비사업,358077.0,재건축,조합 설립 전,서울시 송파구 잠실동 27번지,37.5152448,127.0948683,4
조합설립인가,망우1구역 공공재건축정비사업조합,25109.6,재건축,조합 설립 전,서울시 중랑구 망우동 178-1,37.602757,127.1062861,4
조합설립인가,성수전략정비구역 제4지구,89828.0,재개발(주택정비형),조합 설립 전,서울시 성동구 성수동2가 219-4번지,37.5362581,127.0583218,4
조합설립인가,면목동 194번지일대 가로주택정비사업,7509.0,가로주택정비,조합 설립 전,서울시 중랑구 면목동 194번지,37.5847766,127.0763434,4
조합설립인가,성수전략정비구역 제2지구 주택재개발정비구역,131980.0,재개발(주택정비형),조합 설립 전,서울시 성동구 성수동2가 506번지,37.5377318,127.0527463,4
조합설립인가,서초진흥아파트 주택재건축정비구역(아파트지구),37874.9,재건축,조합 설립 전,서울시 서초동 1315,37.4973452,127.0226142,4
조합설립인가,신반포2차아파트 재건축정비사업구역(아파트지구),116070.9,재건축,조합 설립 전,서울시 서초구 잠원동 73번지,37.51023,127.0022228,4
조합설립인가,종암동 개운산마을 가로주택정비사업,5097.0,가로주택정비,조합 설립 전,서울시 성북구 종암동 81-188,37.6015225,127.0283174,4
조합설립인가,청파제1구역 재개발정비사업조합,32390.4,재개발(주택정비형),조합 설립 전,서울시 용산구 청파동2가 11-1번지,37.5468262,126.9687384,4
조합설립인가,성수1구역 주택재건축 정비사업구역,13122.5,재건축,조합 설립 전,서울시 성동구 성수동 656-1267번지,37.5361022,127.0554566,4
조합설립인가,정릉동 545-12번지 일대 가로주택정비사업,3411.5,가로주택정비,조합 설립 전,서울시 성북구 정릉동 545-12,37.6010187,127.0112405,4
조합설립인가,성북동300-5번지일대 가로주택정비사업,3644.0,가로주택정비,조합 설립 전,서울시 성북구 성북동 300-5,37.5966397,126.9924684,4
조합설립인가,정릉스카이연립 소규모재건축정비사업,2958.0,소규모재건축,조합 설립 전,서울시 성북구 정릉동 670-24,37.6089109,127.0036679,4
조합설립인가,강남원효성빌라 주택재건축정비사업,24729.0,재건축,조합 설립 전,서울시 서초구 반포동 591-1,37.4965396,126.9962188,4
조합설립인가,전농8구역주택재개발정비사업조합,93697.0,재개발(주택정비형),조합 설립 전,서울시 동대문구 전농동 204번지,37.5782021,127.0561862,4
조합설립인가,전농 재정비촉진구역,28202.4,재개발(도시정비형),조합 설립 전,서울시 동대문구 전농동 494번지,37.5773905,127.0475441,4
조합설립인가,신림1재정비촉진구역 주택재개발정비사업,233729.0,재개발(주택정비형),조합 설립 전,서울시 관악구 신림동 808-495,37.4704689,126.9324108,4
조합설립인가,안암1구역 주택재건축정비사업,15145.0,재건축,조합 설립 전,서울시 성북구 안암동3가 136-1번지,37.5823638,127.0249212,4
조합설립인가,장위14구역 주택재개발정비사업조합,145174.6,재개발(주택정비형),조합 설립 전,서울시 성북구 장위동 233-552번지,37.6126358,127.0436328,4
조합설립인가,한남 제5재정비촉진구역,183707.0,재개발(주택정비형),조합 설립 전,서울시 용산구 동빙고동 60-0,37.5223381,126.9960316,4
조합설립인가,삼호가든5차아파트 주택재건축정비사업조합,13691.6,재건축,조합 설립 전,서울시 서초구 반포동 30-1,37.5039445,127.0114879,4
조합설립추진위원회승인,장위3구역주택재개발정비사업조합,66011.0,재개발(주택정비형),조합 설립 전,서울시 성북구 장위동 305일대,37.6217685,127.048146,3
조합설립인가,신설제1구역 공공재개발 정비사업 주민대표회의,11204.15,재개발(주택정비형),조합 설립 전,서울시 동대문구 신설동 92-5,37.5761417,127.027071,4
조합설립인가,강변강서아파트 주택재건축정비사업조합,3774.9,재건축,조합 설립 전,서울시 용산구 이촌동 193-3 193-5,37.5235189,126.9592414,4
조합설립인가,성수전략정비구역 제3지구,114193.0,재개발(주택정비형),조합 설립 전,서울시 성동구 성수동2가 572-7번지,37.5371253,127.0568056,4
조합설립인가,(가칭)면목2동지역주택조합,192.14,지역주택,조합 설립 전,서울시 중랑구 면목동 192-0,37.5889405,127.0741752,4
조합설립인가,(가칭)사당2동 지역주택조합 추진위원회,54322.0,지역주택,조합 설립 전,서울시 동작구 사당동 68-8,37.4918723,126.9793721,4
조합설립인가,미아4-1구역주택재건축정비사업,51265.0,재건축,조합 설립 전,서울시 강북구 미아동 8-373번지,37.6155079,127.0389176,4
조합설립인가,방배동 528-3번지 일대,84934.0,재건축,조합 설립 전,서울시 방배동 528-3번지,37.479976,126.9861578,4
조합설립인가,미아제11구역 주택재개발정비사업,35891.0,재개발(주택정비형),조합 설립 전,서울시 강북구 미아동 791-108,37.6295944,127.0200044,4
조합설립인가,상계5재정비촉진구역,115964.1,재개발(주택정비형),조합 설립 전,서울시 노원구 상계동 109-43번지,37.6678009,127.0781639,4
정비구역지정,영등포1-1 재정비촉진구역,6887.4,재개발(도시정비형),조합 설립 전,서울시 영등포동7가 105-7,37.5248867,126.9069528,2
조합설립인가,북가좌제6구역 주택재건축정비구업,104656.0,재건축,조합 설립 전,서울시 서대문구 북가좌1동 372-1번지,37.574273,126.9101854,4
조합설립인가,삼익파크아파트 재건축사업,55945.0,재건축,조합 설립 전,서울시 강동구 길동 54번지,37.5438556,127.147483,4
조합설립인가,목화아파트 주택재건축정비사업조합설립추진위원회,11570.0,재건축,조합 설립 전,서울시 영등포구 여의도동 30번지,37.5260013,126.9326329,4
조합설립인가,(가칭)한강광장 지역주택조합,19164.5,지역주택,조합 설립 전,서울시 광진구 광장동 332-9,37.5486438,127.1065269,4
조합설립인가,창동 501-13번지 일원 가로주택정비사업,8103.0,가로주택정비,조합 설립 전,서울시 도봉구 창동 501-13,37.6340376,127.0406218,4
조합설립인가,서강빌라 소규모재건축사업,3492.0,소규모재건축,조합 설립 전,서울시 서대문구 홍제동 90-6,37.5831591,126.9490563,4
조합설립인가,번동3-1구역 가로주택정비사업,6967.1,가로주택정비,조합 설립 전,서울시 강북구 번동 413-44,37.6366466,127.0291414,4
조합설립추진위원회승인,염리5구역 주택재개발정비사업 조합설립추진위원회,81426.0,재개발(주택정비형),조합 설립 전,서울시 마포구 염리동 105,37.5483225,126.9461252,3
조합설립인가,망원동 459번지 가로주택정비사업,3846.3,가로주택정비,조합 설립 전,서울시 마포구 망원동 459-1,37.5531274,126.9013433,4
조합설립인가,사당동 206대시 1번지 일원 가로주택정비사업,7880.3,가로주택정비,조합 설립 전,서울시 동작구 사당동 206-1,37.4866385,126.9656935,4
조합설립인가,면목역2의1구역 가로주택정비사업,9464.4,가로주택정비,조합 설립 전,서울시 중랑구 면목동 139-52,37.5884116,127.0831542,4
조합설립인가,대조동 A2구역 가로주택정비사업,12518.99,가로주택정비,조합 설립 전,서울시 은평구 대조동 92-5,37.6135391,126.922858,4
조합설립추진위원회승인,신문로 2-12구역 공공재개발 정비사업,1237.1,재개발(도시정비형),조합 설립 전,서울시 종로구 신문로1가 158-0,37.569678,126.9755118,3
조합설립인가,용두1구역6지구 공공재개발사업 주민대표회의,20780.4,재개발(도시정비형),조합 설립 전,서울시 동대문구 용두동 14-1,37.5784201,127.0404622,4
조합설립인가,흑석2재정비촉진구역 재개발정비사업,45229.0,재개발(도시정비형),조합 설립 전,서울시 동작구 흑석동 99-3,37.5076037,126.9621956,4
조합설립인가,영등포 도심 역세권 도시정비형 재개발사업,23094.0,재개발(도시정비형),조합 설립 전,서울시 영등포구 영등포동4가 431-6,37.5165818,126.9055211,4
조합설립인가,상봉역4구역 가로주택정비사업조합,8552.0,가로주택정비,조합 설립 전,서울시 중랑구 상봉동 304-4,37.5995244,127.0854286,4
조합설립인가,사당동 192-1번지일대 신남성연립 가로주택정비사업조합,5726.0,가로주택정비,조합 설립 전,서울시 동작구 사당동 192-1,37.4892974,126.9641389,4
조합설립추진위원회승인,연희2구역 주택정비형 공공재개발사업,49745.0,재개발(주택정비형),조합 설립 전,서울시 서대문구 연희동 721-6,37.5769097,126.9321521,3
조합설립추진위원회승인,도곡우성아파트 재건축정비사업,20970.0,재건축,조합 설립 전,서울시 강남구 도곡동 934-10,37.4881978,127.0371153,3
조합설립인가,시흥동817번지 일대 가로주택정비사업,18695.29,가로주택정비,조합 설립 전,서울시 금천구 시흥동 817818169번지,37.4495276,126.9092894,4
조합설립인가,상도스타리움 지역주택조합,68258.0,지역주택,조합 설립 전,서울시 동작구 상도동 182-13,37.5031476,126.9393669,4
조합설립인가,(가칭)이수지역주택조합 추진위원회,10399.0,지역주택,조합 설립 전,서울시 동작구 사당동 150-10,37.4845654,126.9789189,4
조합설립인가,이수역지역주택조합 추진위원회,45586.0,지역주택,조합 설립 전,서울시 동작구 사당동 161-55,37.4864641,126.9772295,4
조합설립인가,면목본동5구역 가로주택정비사업,9169.9,가로주택정비,조합 설립 전,서울시 중랑구 면목동 109-18,37.586419,127.0894093,4
조합설립인가,정릉동 385-1번지 일대 가로주택정비사업,5094.59,가로주택정비,조합 설립 전,서울시 성북구 정릉동 385-1,37.6074083,127.0076471,4
조합설립인가,중화역 2의3구역 가로주택정비사업,9546.33,가로주택정비,조합 설립 전,서울시 중랑구 중화동 327-49,37.5985315,127.0741253,4
조합설립인가,자양번영로3나길 일대 가로주택정비사업,2307.5,가로주택정비,조합 설립 전,서울시 광진구 자양동 588-22,37.530259,127.0728861,4
조합설립인가,천호동 397-419번지 일대 주택정비형 재개발구역,1929.23,재개발(주택정비형),조합 설립 전,서울시 강동구 천호동 397-419,37.541922,127.1320399,4
조합설립인가,천호동145-66 일원 가로주택정비사업,9970.27,가로주택정비,조합 설립 전,서울시 강동구 천호동 145-66,37.5404115,127.1357075,4
조합설립인가,독산지역주택조합,3050.2,지역주택,조합 설립 전,서울시 금천구 독산동 954외 1필지,37.4774784,126.8992488,4
조합설립인가,대도연립 소규모재건축사업조합,7293.2,소규모재건축,조합 설립 전,서울시 금천구 시흥대로 73 대도연립,37.4409685,126.9025302,4
조합설립인가,개포우성6차아파트 재건축사업,20831.5,재건축,조합 설립 전,서울시 강남구 개포동 658-1,37.4762828,127.0568408,4
조합설립인가,삼익그린2차아파트 주택재건축정비사업구역,127828.0,재건축,조합 설립 전,서울시 강동구 명일동 15번지,37.5532944,127.1484591,4
조합설립인가,성산동 165-72일원 가로주택정비사업,18782.06,가로주택정비,조합 설립 전,서울시 마포구 성산동 165-72,37.5678842,126.9066528,4
조합설립인가,자양1의4구역 가로주택정비사업,8419.91,가로주택정비,조합 설립 전,서울시 광진구 자양동 249-2,37.5390893,127.0628392,4
정비구역지정,역촌역세권(대조동) 도시정비형 재개발사업,37274.5,재개발(도시정비형),조합 설립 전,서울시 은평구 대조동 59-1,37.6084954,126.9239672,2
조합설립인가,거여새마을구역 공공재개발정비사업,71922.4,재개발(주택정비형),조합 설립 전,서울시 송파구 거여동 549-0,37.4920593,127.1484437,4
조합설립인가,면목역 3의3구역 가로주택정비사업,8643.2,가로주택정비,조합 설립 전,서울시 중랑구 면목동 154-31,37.5857191,127.0824091,4
조합설립인가,공덕현대아파트 소규모재건축정비사업,8259.0,소규모재건축,조합 설립 전,서울시 마포구 공덕동 370-9,37.5482837,126.9501368,4
조합설립인가,(가칭)대림1동지역주택조합,27471.8,지역주택,조합 설립 전,서울시 영등포구 대림동 893-47,37.4965336,126.903921,4
조합설립인가,장위8구역 공공재개발정비사업,121634.0,재개발(주택정비형),조합 설립 전,서울시 성북구 장위동 85-0,37.6165475,127.0548313,4
조합설립인가,(가칭)여의샛강지역주택조합,56887.52,지역주택,조합 설립 전,서울시 영등포구 신길동 1367-1,37.5138383,126.9253442,4
조합설립인가,장미아파트 소규모재건축정비사업조합,7804.2,소규모재건축,조합 설립 전,서울시 중랑구 묵동 188-1,37.6059625,127.0794857,4
조합설립인가,오금동35-1번지일대 가로주택정비사업,3651.2,가로주택정비,조합 설립 전,서울시 송파구 오금동 35-1,37.5055349,127.129454,4
조합설립추진위원회승인,행당동248번지 일대 역세권활성화사업 도시정비형 재개발사업,11421.0,재개발(도시정비형),조합 설립 전,서울시 성동구 행당동 248-0,37.5597291,127.0362803,3
조합설립인가,석관1의1구역 가로주택정비사업조합,9745.0,가로주택정비,조합 설립 전,서울시 성북구 석관동 334-69,37.609311,127.0569168,4
조합설립인가,미아2구역 가로주택정비사업,6745.94,가로주택정비,조합 설립 전,서울시 강북구 미아동 90-45,37.6158955,127.0316744,4
조합설립인가,망원동 456번지 가로주택정비사업,9828.9,가로주택정비,조합 설립 전,서울시 마포구 망원동 456-2,37.5543866,126.9012235,4
조합설립인가,종암동 112번지 일대 가로주택정비사업,6232.0,가로주택정비,조합 설립 전,서울시 성북구 종암동 112-37,37.600762,127.0396365,4
조합설립인가,중화역2의1구역 가로주택정비사업조합,9960.59,가로주택정비,조합 설립 전,서울시 중랑구 중화동 329-38번지,37.6002409,127.0757904,4
조합설립인가,광장동 삼성1차아파트 소규모재건축정비사업,7653.0,소규모재건축,조합 설립 전,서울시 광진구 광장동 561번지,37.5414998,127.1032682,4
조합설립인가,사당3동 지역주택조합,34353.4,지역주택,조합 설립 전,서울시 동작구 사당동 155-4,37.4846083,126.9770624,4
조합설립인가,(가칭)상도트인시아지역주택조합 추진위원회,22748.2,지역주택,조합 설립 전,서울시 동작구 상도동 194-27,37.5018423,126.9368027,4
조합설립인가,번동9구역 가로주택정비사업조합,4946.08,가로주택정비,조합 설립 전,서울시 강북구 번동 458-31,37.6383937,127.033867,4
조합설립인가,천호동 221번지 일대 가로주택정비사업조합,8422.11,가로주택정비,조합 설립 전,서울시 강동구 천호동 221번지,37.5459475,127.1358239,4
조합설립인가,가락1차현대아파트 주택재건축사업,33953.7,재건축,조합 설립 전,서울시 송파구 동남로 160 (문정동 3번지),37.4902962,127.120169,4
조합설립인가,홍제동266-238번지 일대 가로주택정비사업,4989.6,가로주택정비,조합 설립 전,서울시 서대문구 홍제동 266-238번지,37.5927555,126.9466438,4
조합설립인가,마장세림아파트 주택재건축정비구역,38866.05,재건축,조합 설립 전,서울시 성동구 마장동 784번지,37.5652954,127.0451834,4
조합설립인가,(가칭)전농지역주택조합,25980.0,지역주택,조합 설립 전,서울시 동대문구 전농동 60-22번지,37.5788348,127.0576881,4
조합설립인가,장위13의9구역 가로주택정비사업,3805.0,가로주택정비,조합 설립 전,서울시 성북구 장위동 232-125,37.6144603,127.0474601,4
조합설립인가,(가칭)황학동310번지일대 지역주택조합,9446.27,지역주택,조합 설립 전,서울시 중구 황학동 310-0,37.56747,127.0190586,4
조합설립인가,(가칭)뉴신길지역주택조합,228.79,지역주택,조합 설립 전,서울시 영등포구 신길동 420-92,37.5012206,126.9043582,4
조합설립인가,광장아파트 38-1 재건축정비사업조합,10167.0,재건축,조합 설립 전,서울시 영등포구 여의도동 38-1,37.5198916,126.9221139,4
조합설립인가,여의도 공작아파트 재건축정비사업,16929.0,재건축,조합 설립 전,서울시 영등포구 여의도동 21-2,37.526516,126.9298378,4
조합설립인가,(가칭)황학동1010일대 지역주택조합,7822.7,지역주택,조합 설립 전,서울시 중구 황학동 1010-0,37.5674103,127.0214109,4
조합설립인가,황학동 청계 지역주택조합,6256.51,지역주택,조합 설립 전,서울시 중구 황학동 2085-0,37.5693361,127.02022,4
조합설립인가,가로주택정비사업,182.35,가로주택정비,조합 설립 전,서울시 강서구 염창동 253-1,37.550488,126.8758892,4
조합설립인가,강북5구역,12870.0,재개발(도시정비형),조합 설립 전,서울시 강북구 미아동 61-79,37.614445,127.0294675,4
조합설립인가,대방동 지역주택조합,12851.22,지역주택,조합 설립 전,서울시 동작구 대방동 11-103,37.5066579,126.9321757,4
조합설립인가,(가칭)봉천동 지역주택조합 추진위원회,25631.75,지역주택,조합 설립 전,서울시 관악구 봉천동 690-0,37.4902457,126.9309214,4
정비구역지정,남구로역세권 공공임대주택 도시정비형 재개발사업,10832.4,재개발(도시정비형),조합 설립 전,서울시 구로구 구로동 715-24,37.4868012,126.8846885,2
조합설립인가,화양동 32-12번지 가로주택정비사업,1588.4,가로주택정비,조합 설립 전,서울시 광진구 화양동 32-12,37.5457995,127.0686051,4
조합설립인가,번동10구역 가로주택정비사업,9510.2,가로주택정비,조합 설립 전,서울시 강북구 번동 471-118,37.639182,127.0322296,4
조합설립인가,면목역 3의2구역 가로주택정비사업조합,8273.6,가로주택정비,조합 설립 전,서울시 중랑구 면목동 153-51,37.585741,127.0816642,4
조합설립인가,가락쌍용1차아파트 리모델링주택조합,55641.4,리모델링,조합 설립 전,서울시 송파구 가락동 140-0,37.4955425,127.128118,4
조합설립인가,중화5구역 주택정비형 공공재개발사업,71465.9,재개발(주택정비형),조합 설립 전,서울시 중랑구 중화동 122-0,37.6015724,127.0849588,4
조합설립인가,봉천동 1535번지 일원 가로주택정비사업,2457.0,가로주택정비,조합 설립 전,서울시 관악구 봉천동 1535-37,37.4793954,126.9401693,4
조합설립인가,염창무학아파트 리모델링주택조합,8523.5,리모델링,조합 설립 전,서울시 강서구 염창동 255-0,37.5513945,126.8765575,4
조합설립인가,번동3-2구역 가로주택정비사업,7236.6,가로주택정비,조합 설립 전,서울시 강북구 번동 443-46,37.6355681,127.0270235,4
조합설립인가,방배대우가로주택정비사업,6827.0,가로주택정비,조합 설립 전,서울시 서초구 방배동 562-1,37.4761997,126.9909964,4
조합설립인가,석관1의2구역 가로주택정비사업조합,6661.0,가로주택정비,조합 설립 전,서울시 성북구 석관동 332-113,37.6078829,127.0581022,4
조합설립추진위원회승인,중림동 398 정비계획 수립(추정분담금),28315.5,재개발(주택정비형),조합 설립 전,서울시 중구 중림동 398-0,37.5604701,126.967805,3
조합설립인가,면목역1구역 가로주택정비사업,14203.5,가로주택정비,조합 설립 전,서울시 중랑구 면목동 1239-1,37.5914203,127.0896526,4
조합설립인가,면목역4구역 가로주택정비사업,16712.6,가로주택정비,조합 설립 전,서울시 중랑구 면목동 99-41,37.5904061,127.0904876,4
조합설립인가,망원동 454-3,8515.6,가로주택정비,조합 설립 전,서울시 마포구 망원동 454-3,37.5554031,126.8993735,4
조합설립인가,시흥동 933번지 일대 가로주택정비사업,11378.2,가로주택정비,조합 설립 전,서울시 금천구 시흥동 933-0,37.4485769,126.905753,4
조합설립인가,석촌역지역주택조합,4259.8,지역주택,조합 설립 전,서울시 송파구 석촌동 287-0,37.5043691,127.1071329,4
조합설립인가,오금역지역주택조합,15117.96,지역주택,조합 설립 전,서울시 송파구 오금동 36-1번지,37.5054621,127.1302138,4
조합설립인가,(가칭)상도동 약수터지역주택조합 추진위원회,10672.0,지역주택,조합 설립 전,서울시 동작구 상도동 210-110,37.4970555,126.9412731,4
조합설립인가,흑석1재정비촉진구역,26675.0,재개발(주택정비형),조합 설립 전,서울시 동작구 흑석동 43-7번지,37.5070809,126.9651765,4
조합설립인가,대림가락아파트 재건축정비구역,34284.1,재건축,조합 설립 전,서울시 송파구 방이동 217,37.507541,127.1241693,4
조합설립인가,신림동 655-78번지 일원 가로주택정비사업,7758.0,가로주택정비,조합 설립 전,서울시 관악구 신림동 655-78,37.4674252,126.9212244,4
조합설립인가,신당제10구역주택재개발정비사업,6389.34,재개발(주택정비형),조합 설립 전,서울시 중구 신당동 236-100,37.5642697,127.0121689,4
조합설립인가,석관1의8구역 가로주택정비사업조합,4607.8,가로주택정비,조합 설립 전,서울시 성북구 석관동 332-179,37.6065382,127.0593339,4
조합설립인가,신대방삼거리역지역주택조합,23465.0,지역주택,조합 설립 전,서울시 동작구 대방동 391-63,37.5012265,126.9264377,4
조합설립인가,(가칭)보라매센트럴 지역주택조합,34687.0,지역주택,조합 설립 전,서울시 동작구 신대방동 344-78,37.4956781,126.9269036,4
조합설립인가,번동8구역 가로주택정비사업,10176.79,가로주택정비,조합 설립 전,서울시 강북구 번동 458-2,37.6392214,127.0335401,4
조합설립인가,송파한양2차아파트 주택재건축정비사업조합설립추진위원회,54855.2,재건축,조합 설립 전,서울시 송파구 가락로192(송파동) 송파한양2차아파트,37.5050875,127.1161782,4
조합설립인가,(가칭)정릉역지역주택조합,3479.16,지역주택,조합 설립 전,서울시 성북구 정릉동 452-3,37.6030241,127.0110613,4
조합설립인가,돈암동역세권지역주택조합,13756.65,지역주택,조합 설립 전,서울시 성북구 돈암동 624 외 16필지,37.6016333,127.0248482,4
조합설립추진위원회승인,중산아파트 주택재건축정비사업,6378.0,재건축,조합 설립 전,서울시 용산구 이촌동 211-2,37.5297397,126.9532842,3
조합설립인가,신공덕지역주택조합,4795.0,지역주택,조합 설립 전,서울시 마포구 신공덕동 6-3 5-27,37.5466064,126.9564922,4
조합설립인가,천호동 337-30번지 일대 가로주택정비사업,6748.0,가로주택정비,조합 설립 전,서울시 강동구 천호동 337-30,37.5441672,127.1221647,4
조합설립인가,천호8재정비촉진구역 도시정비형 재개발사업,7613.0,재개발(도시정비형),조합 설립 전,서울시 강동구 천호동 166-4,37.5384348,127.1310621,4
조합설립인가,방화동286의1번지 한미아파트 가로주택정비사업,4089.0,가로주택정비,조합 설립 전,서울시 강서구 방화동 286-1,37.5738259,126.8151338,4
조합설립인가,노량진역 은하맨션 일대 가로주택정비사업,8987.0,가로주택정비,조합 설립 전,서울시 동작구 노량진동 84-24,37.5120533,126.9424009,4
조합설립인가,시흥5동1구역 919번지일원 가로주택정비사업,10397.0,가로주택정비,조합 설립 전,서울시 금천구 시흥동 919-0,37.4500304,126.9065648,4
정비구역지정,도시정비형 재개발사업,6801.4,재개발(주택정비형),조합 설립 전,서울시 종로구 교남동 28-0,37.567949,126.9650443,2
조합설립추진위원회승인,문래국화아파트 주택재건축정비사업,17794.6,재건축,조합 설립 전,서울시 영등포구 문래동3가 76-1,37.5163763,126.8927562,3
조합설립추진위원회승인,천호동532-2번지 주택정비형 재개발사업,24620.0,재개발(주택정비형),조합 설립 전,서울시 강동구 천호동 532-2,37.541042,127.130816,3
조합설립인가,숭인동61번지일대 가로주택정비사업,8175.0,가로주택정비,조합 설립 전,서울시 종로구 숭인동 61-103번지 (총124필지),37.5765685,127.015711,4
조합설립인가,창신1-10구역 도시정비형 재개발사업,2281.8,재개발(도시정비형),조합 설립 전,서울시 종로구 창신동 427-7,37.5706137,127.0124963,4
조합설립인가,송파미성아파트재건축정비사업,28959.7,재건축,조합 설립 전,서울시 송파구 송파동 161,37.5059443,127.1192556,4
조합설립추진위원회승인,면목7구역 주택정비형 재개발사업,58400.9,재개발(주택정비형),조합 설립 전,서울시 중랑구 면목동 69-14,37.5871342,127.0928755,3
조합설립인가,장위11-3구역 가로주택정비사업,8486.0,가로주택정비,조합 설립 전,서울시 성북구 장위동 65-107번지,37.6102754,127.054449,4
조합설립추진위원회승인,휘경제5 주택정비형 재개발구역,49397.0,재개발(주택정비형),조합 설립 전,서울시 동대문구 휘경동 43-188,37.5852881,127.0669663,3
조합설립인가,지역주택조합,51342.0,지역주택,조합 설립 전,서울시 영등포구 신길동 442-2,37.4989541,126.907092,4
조합설립인가,오금동147번지일원 가로주택정비사업,2593.9,가로주택정비,조합 설립 전,서울시 송파구 오금동 147-0,37.4993208,127.1400931,4
조합설립인가,양평유성 가로주택정비사업,3136.54,가로주택정비,조합 설립 전,서울시 영등포구 양평동6가 84-0,37.5433868,126.8890333,4
조합설립인가,가재울7재정비촉진구역 주택재개발정비사업조합,79696.0,재개발(주택정비형),조합 설립 전,서울시 서대문구 북가좌2동 73-1번지,37.581292,126.911326,4
조합설립인가,신정동 1152번지 일대 주택정비형 재개발사업,44082.8,재개발(주택정비형),조합 설립 전,서울시 양천구 신정동 1152-1,37.515918,126.8520462,4
조합설립인가,신월7동 2구역 주택정비형 공공재개발사업,98295.17,재개발(주택정비형),조합 설립 전,서울시 양천구 신월동 941-0,37.5209174,126.8322213,4
조합설립인가,서초동 삼성홈스테이 지역주택조합,1708.2,지역주택,조합 설립 전,서울시 서초구 서초동 1478-12,37.48159,127.0076954,4
조합설립인가,여의도 시범아파트 재건축 정비사업,109047.4,재건축,조합 설립 전,서울시 영등포구 여의도동 50번지,37.520693,126.9371057,4
조합설립인가,고척동 241-337번지 일대 가로주택정비사업,7993.11,가로주택정비,조합 설립 전,서울시 구로구 고척동 241-337,37.5065358,126.8473729,4
조합설립인가,(가칭)보라매지역주택조합,28035.0,지역주택,조합 설립 전,서울시 동작구 신대방동 364-190,37.4968841,126.9217086,4
조합설립인가,오성빌라 가로주택정비사업,4353.0,가로주택정비,조합 설립 전,서울시 노원구 상계동 322-8,37.6561886,127.068575,4
조합설립인가,남영동 업무지구 제2구역 도시정비형 재개발사업,17658.8,재개발(도시정비형),조합 설립 전,서울시 용산구 갈월동 92-0,37.5426935,126.971988,4
조합설립인가,장위9구역 공공재개발사업,84248.0,재개발(주택정비형),조합 설립 전,서울시 성북구 장위동 238-83,37.614137,127.0504056,4
조합설립인가,전농12주택재개발정비구역,16237.0,재개발(주택정비형),조합 설립 전,서울시 동대문구 전농동 643번지,37.5762983,127.0467005,4
조합설립인가,대신빌라소규모재건축사업,4877.96,소규모재건축,조합 설립 전,서울시 도봉구 창동 466-0,37.6372818,127.0418798,4
조합설립인가,신창연립가로주택정비사업,1694.5,가로주택정비,조합 설립 전,서울시 도봉구 창동 581-3,37.6397068,127.038507,4
조합설립추진위원회승인,영등포유통상가 시장정비사업,2175.41,재개발(도시정비형),조합 설립 전,서울시 영등포구 당산동2가 30-2,37.5224752,126.8939529,3
조합설립인가,석관1-3구역 가로주택정비사업,8486.0,가로주택정비,조합 설립 전,서울시 성북구 석관동 261-98,37.6072001,127.0586488,4
조합설립인가,방학성삼빌라가로주택정비사업,4289.11,가로주택정비,조합 설립 전,서울시 도봉구 방학동 343-0,37.6666819,127.0312721,4
정비계획 수립,가리봉2구역  주택재개발저비사업,40552.0,재개발(주택정비형),조합 설립 전,서울시 구로구 가리봉동 87-177,37.4835574,126.8851167,1
조합설립인가,여의도 대교아파트 재건축정비사업,33418.0,재건축,조합 설립 전,서울시 영등포구 여의도동 41-0,37.5221509,126.9336845,4
조합설립인가,면목역 3의1구역 가로주택정비사업조합,7434.7,가로주택정비,조합 설립 전,서울시 중랑구 면목동 152-1,37.5862289,127.0813035,4
조합설립인가,도봉동 625-80번지 일대 가로주택정비사업,7474.2,가로주택정비,조합 설립 전,서울시 도봉구 도봉동 625-80,37.675254,127.0457944,4
조합설립인가,한남4재정비촉진구역주택재개발정비사업조합설립추진위원회,160258.0,재개발(주택정비형),조합 설립 전,서울시 용산구 보광동 360-0,37.5268219,126.9982164,4
정비계획 수립,북아현4재정비촉진구역 도시정비형재개발사업,7078.0,재개발(도시정비형),조합 설립 전,서울시 서대문구 북아현동 221-7,37.5574502,126.9514874,1
조합설립인가,가로주택정비사업,8943.0,가로주택정비,조합 설립 전,서울시 강서구 화곡동 1130-7,37.5512053,126.8560601,4
조합설립추진위원회승인,상봉10재정비촉진구역 도시정비형 재개발사업,12008.6,재개발(도시정비형),조합 설립 전,서울시 중랑구 상봉동 50-1,37.5993004,127.0938851,3
조합설립인가,(가칭)개봉역 지역주택조합,12579.0,지역주택,조합 설립 전,서울시 구로구 개봉동 170-35,37.4961395,126.8584368,4
